,SongID,duration,popularity,year,duration_sec
21040,Who Do You LoveQuicksilver Messenger Service,212733.0,37.0,1969,212.733
21041,Who Do You LoveThe Chainsmokers Featuring 5 Seconds Of Summer,226733.0,79.0,2019,226.733
21042,Who Do You LoveThe Sapphires,159040.0,42.0,1964,159.04
21043,Who Do You LoveThe Woolies,123493.0,32.0,1967,123.493
21044,Who Do You Think You AreBo Donaldson And The Heywoods,201200.0,17.0,1974,201.2
21045,Who Do You Think You AreThe Shindogs,148813.0,2.0,1966,148.813
21046,Who Do You Think You're Foolin'Donna Summer,258826.0,9.0,1981,258.826
21047,Who Else But YouFrankie Avalon,146025.0,8.0,1961,146.025
21048,Who Found WhoJellybean Featuring Elisa Fiorillo,289600.0,28.0,1987,289.6
21049,Who Gets The GuyDionne Warwick,200906.0,10.0,1971,200.906
21050,Who Gon Stop MeJay Z Kanye West,256706.0,55.0,2011,256.706
21051,Who Got The PropsBlack Moon,281906.0,20.0,1993,281.906
21052,Who I Am Hates Who I've BeenRelient K,232266.0,55.0,2006,232.266
21053,Who I Am With YouChris Young,191573.0,60.0,2014,191.573
21054,Who I AmDanielle Bradbery,216413.0,31.0,2013,216.413
21055,Who I AmJessica Andrews,255233.0,55.0,2001,255.233
21056,Who I AmNick Jonas & The Administration,245573.0,51.0,2009,245.573
21057,Who Is Gonna Love Me?Dionne Warwick,192573.0,12.0,1968,192.573
21058,Who Is He And What Is He To YouCreative Source,215640.0,16.0,1974,215.64
21059,Who Is ItMichael Jackson,393306.0,59.0,1993,393.306
21060,Who Is She 2 UBrandy,283280.0,44.0,2004,283.28
21061,Who KnewP!nk,208493.0,71.0,2007,208.493
21062,Who Let The Dogs OutBaha Men,198400.0,65.0,2000,198.4
21063,Who Listens To The RadioThe Sports,195760.0,11.0,1979,195.76
21064,Who Loves YouThe 4 Seasons,255600.0,53.0,1975,255.6
21065,Who Needs PicturesBrad Paisley,224266.0,36.0,1999,224.266
21066,Who Needs YaSteppenwolf,180373.0,27.0,1970,180.373
21067,"Who Put The Bomp (In The Bomp, Bomp, Bomp)Barry Mann",167226.0,42.0,1961,167.226
21068,Who Said I WouldPhil Collins,241786.0,36.0,1991,241.786
21069,Who SaidHannah Montana,194973.0,46.0,2006,194.973
21070,Who Says You Can't Go HomeBon Jovi,230280.0,56.0,2006,230.28
21071,Who SaysDevice,292066.0,24.0,1986,292.066
21072,Who SaysJohn Mayer,175480.0,69.0,2009,175.48
21073,Who SaysSelena Gomez & The Scene,195613.0,75.0,2011,195.613
21074,Who Shot SamGeorge Jones,142866.0,28.0,1959,142.866
21075,Who The F*** Is That?Dolla Featuring T-Pain & Tay Dizm,250626.0,42.0,2008,250.626
21076,Who Was It?Hurricane Smith,185226.0,7.0,1973,185.226
21077,Who We BeDMX,287866.0,55.0,2001,287.866
21078,Who Wears These Shoes?Elton John,243453.0,29.0,1984,243.453
21079,Who Will Answer?Ed Ames,221560.0,15.0,1967,221.56
21080,Who Will Save Your SoulJewel,239293.0,57.0,1996,239.293
21081,Who Will The Next Fool BeBobby Bland,147133.0,18.0,1962,147.133
21082,Who Will You Run ToHeart,246400.0,43.0,1987,246.4
21083,Who Wouldn't Wanna Be MeKeith Urban,221120.0,49.0,2003,221.12
21084,Who You ArePearl Jam,230133.0,50.0,1996,230.133
21085,Who You LoveJohn Mayer Featuring Katy Perry,249933.0,66.0,2013,249.933
21086,Who You'd Be TodayKenny Chesney,254573.0,51.0,2005,254.573
21087,Who? What!Travis Scott,176720.0,72.0,2018,176.72
21088,Who'd She Coo?Ohio Players,430266.0,29.0,1976,430.266
21089,Who'll Be The Fool TonightLarsen-Feiten Band,252666.0,30.0,1980,252.666
21090,Who'll Be The Next In LineThe Kinks,122626.0,26.0,1965,122.626
21091,Who's Behind The Door?Zebra,316333.0,40.0,1983,316.333
21092,Who's Cheating Who?Little Milton,177106.0,13.0,1965,177.106
21093,Who's Crying NowJourney,300146.0,59.0,1981,300.146
21094,Who's Gonna Ride Your Wild HorsesU2,316426.0,54.0,1992,316.426
21095,Who's Gonna Take The BlameSmokey Robinson & The Miracles,219226.0,20.0,1970,219.226
21096,Who's Got Your LoveNyasia,294800.0,29.0,1992,294.8
21097,Who's Holding Donna NowDebarge,267733.0,57.0,1985,267.733
21098,Who's In The Strawberry Patch With SallyTony Orlando & Dawn,145706.0,17.0,1973,145.706
21099,Who's Lovin' YouBrenda & The Tabulations,193320.0,5.0,1967,193.32
21100,Who's Making LoveBlues Brothers,212066.0,38.0,1980,212.066
21101,Who's Making LoveJohnnie Taylor,166066.0,47.0,1968,166.066
21102,Who's Sorry NowMarie Osmond,128600.0,13.0,1975,128.6
21103,Who's That Chick?David Guetta Featuring Rihanna,201040.0,55.0,2010,201.04
21104,Who's That Girl?Eve,281906.0,63.0,2001,281.906
21105,Who's That GirlEurythmics,224906.0,34.0,1984,224.906
21106,Who's That GirlMadonna,239173.0,54.0,1987,239.173
21107,Who's That KnockingThe Genies,137920.0,15.0,1959,137.92
21108,Who's Your Baby?The Archies,173840.0,17.0,1970,173.84
21109,Who's Your Daddy?Toby Keith,238013.0,50.0,2002,238.013
21110,Who's Zoomin' WhoAretha Franklin,284506.0,47.0,1985,284.506
21111,whoa (mind in awe)XXXTENTACION,157776.0,77.0,2018,157.776
21112,Whoa NowB Rich,241533.0,16.0,2002,241.533
21113,Whoa!Black Rob,238840.0,54.0,2000,238.84
21114,WhodunitTavares,215893.0,27.0,1977,215.893
21115,"Whoever Finds This, I Love YouMac Davis",265373.0,13.0,1970,265.373
21116,whoknowsMusiq,295320.0,39.0,2004,295.32
21117,Whole Lot Of Shakin' In My Heart (Since I Met You)The Miracles,163066.0,28.0,1966,163.066
21118,Whole Lotta LoveC.C.S.,213373.0,23.0,1971,213.373
21119,Whole Lotta LoveKing Curtis & The Kingpins,162840.0,0.0,1971,162.84
21120,Whole Lotta LoveLed Zeppelin,333893.0,77.0,1969,333.893
21121,Whole Lotta LovingFats Domino,100480.0,32.0,1958,100.48
21122,Whole Lotta WomanArthur Conley,165506.0,1.0,1967,165.506
21123,Wholesale LoveBuddy Miles,159600.0,7.0,1971,159.6
21124,Whoomp! (There It Is)Tag Team,226026.0,46.0,1993,226.026
21125,"Whoot, There It Is95 South",276866.0,26.0,1993,276.866
21126,Whose Heart Are You Breaking TonightConnie Francis,143613.0,19.0,1965,143.613
21127,Whutcha Want?Nine,272160.0,36.0,1994,272.16
21128,Why (Am I Treated So Bad)Bobby Powell,168879.0,3.0,1967,168.879
21129,Why (Am I Treated So Bad)The Sweet Inspirations,169320.0,11.0,1967,169.32
21130,Why Can't I Be You?The Cure,194133.0,45.0,1987,194.133
21131,Why Can't I Have YouThe Cars,245506.0,39.0,1985,245.506
21132,Why Can't I?Liz Phair,208360.0,57.0,2003,208.36
21133,Why Can't This Be LoveVan Halen,227693.0,66.0,1986,227.693
21134,Why Can't This Night Go On ForeverJourney,221440.0,44.0,1987,221.44
21135,Why Can't We Be Friends?War,230066.0,57.0,1975,230.066
21136,Why Can't We Live TogetherTimmy Thomas,277973.0,49.0,1972,277.973
21137,Why Can't You Bring Me HomeJay & The Americans,183800.0,14.0,1966,183.8
21138,Why Can't You Come HomeEx-Girlfriend,348600.0,10.0,1991,348.6
21139,Why Did I Choose YouBarbra Streisand,168733.0,17.0,1965,168.733
21140,Why Do Fools Fall In LoveDiana Ross,173413.0,28.0,1981,173.413
21141,Why Do Fools Fall In LoveThe Happenings,169133.0,3.0,1967,169.133
21142,Why Do I Love You SoJohnny Tillotson,127106.0,48.0,1960,127.106
21143,Why Do Kids Grow UpRandy & The Rainbows,108813.0,6.0,1963,108.813
21144,Why Do Lovers (Break Each Other's Heart?)Daryl Hall John Oates,192493.0,15.0,1977,192.493
21145,Why Do You Love MeGarbage,234226.0,32.0,2005,234.226
21146,Why Don't We Fall In LoveAmerie,159293.0,56.0,2002,159.293
21147,Why Don't We Just DanceJosh Turner,192800.0,65.0,2009,192.8
21148,Why Don't You & ISantana Featuring Alex Band Or Chad Kroeger,274360.0,53.0,2003,274.36
21149,Why Don't You Believe MeThe Duprees featuring Joey Vann,163093.0,21.0,1963,163.093
21150,Why Don't You Get A Job?The Offspring,172466.0,72.0,1999,172.466
21151,Why I Love YouB2K,240640.0,40.0,2002,240.64
21152,Why I Sing The BluesB.B. King,517400.0,47.0,1969,517.4
21153,Why I'm Walkin'Stonewall Jackson,110720.0,12.0,1960,110.72
21154,Why Is The Wine Sweeter (On The Other Side)Eddie Floyd,151440.0,8.0,1969,151.44
21155,Why Leave Us AloneFive Special,508946.0,18.0,1979,508.946
21156,Why Me Baby?Keith Sweat,253253.0,32.0,1992,253.253
21157,Why Me?Planet P,246360.0,29.0,1983,246.36
21158,Why MeKris Kristofferson,206960.0,45.0,1973,206.96
21159,Why MeStyx,233800.0,30.0,1979,233.8
21160,Why Must We Wait Until TonightTina Turner,355160.0,30.0,1993,355.16
21161,Why Not NowMatt Monro,147000.0,3.0,1961,147.0
21162,Why Not TonightJimmy Hughes,178826.0,16.0,1967,178.826
21163,Why Pick On MeThe Standells,162693.0,7.0,1966,162.693
21164,Why Should I Cry?Nona Hendryx,346773.0,15.0,1987,346.773
21165,Why Should I CryThe Gentrys,132002.0,6.0,1970,132.002
21166,Why They Call It FallingLee Ann Womack,215293.0,25.0,2001,215.293
21167,Why WaitRascal Flatts,224840.0,46.0,2010,224.84
21168,Why We ThugsIce Cube,224106.0,53.0,2006,224.106
21169,Why Ya WannaJana Kramer,221373.0,54.0,2012,221.373
21170,Why You Always Hatin?YG Featuring Drake & Kamaiyah,196600.0,64.0,2016,196.6
21171,Why You Treat Me So BadClub Nouveau,327640.0,42.0,1987,327.64
21172,Why You Wanna Try MeCommodores,277800.0,14.0,1982,277.8
21173,Why You WannaT.I.,215000.0,52.0,2006,215.0
21174,"Why, Why, WhyBilly Currington",165346.0,36.0,2006,165.346
21175,Why? (Am I Treated So Bad)Cannonball Adderley,467440.0,21.0,1967,467.44
21176,Why? (Am I Treated So Bad)The Staple Singers,170866.0,37.0,1967,170.866
21177,Why?Jadakiss Featuring Anthony Hamilton,240000.0,52.0,2004,240.0
21178,WhyAnnie Lennox,293838.0,65.0,1992,293.838
21179,WhyCarly Simon,248490.0,47.0,1982,248.49
21180,WhyFrankie Avalon,157520.0,35.0,1959,157.52
21181,WhyJason Aldean,213733.0,54.0,2006,213.733
21182,WhyMichelle Chamuel,196586.0,7.0,2013,196.586
21183,Wichita LinemanGlen Campbell,186200.0,64.0,1968,186.2
21184,Wichita LinemanSergio Mendes & Brasil '66,167466.0,25.0,1969,167.466
21185,Wicked GameChris Isaak,286880.0,71.0,1990,286.88
21186,Wicked GamesThe Weeknd,323746.0,75.0,2012,323.746
21187,WickedFuture,173346.0,63.0,2016,173.346
21188,WickedIce Cube,235706.0,44.0,1992,235.706
21189,Wide AwakeKaty Perry,220946.0,68.0,2012,220.946
21190,Wide Open SpacesDixie Chicks,223832.0,66.0,1998,223.832
21191,Wiederseh'nAl Martino,164773.0,1.0,1966,164.773
21192,WifeyNext,243466.0,58.0,2000,243.466
21193,Wifi LitFuture,176630.0,57.0,2018,176.63
21194,Wiggle It2 In A Room,244133.0,28.0,1990,244.133
21195,WiggleJason Derulo Featuring Snoop Dogg,193295.0,61.0,2014,193.295
21196,WigwamBob Dylan,188253.0,51.0,1970,188.253
21197,Wild And Crazy LoveMary Jane Girls,382800.0,16.0,1985,382.8
21198,Wild At HeartGloriana,223573.0,46.0,2009,223.573
21199,Wild ChildKenny Chesney With Grace Potter,189800.0,51.0,2015,189.8
21200,Wild For The NightA$AP Rocky Featuring Skrillex,212640.0,70.0,2013,212.64
21201,Wild HoneyThe Beach Boys,160000.0,45.0,1967,160.0
21202,Wild HorsesGarth Brooks,196093.0,23.0,2000,196.093
21203,Wild HorsesGino Vannelli,356022.0,40.0,1987,356.022
21204,Wild HorsesSusan Boyle,292432.0,39.0,2009,292.432
21205,Wild HorsesThe Rolling Stones,341773.0,73.0,1971,341.773
21206,Wild In The StreetsBritish Lions,180973.0,7.0,1978,180.973
21207,Wild LifeJack & Jack,175885.0,51.0,2014,175.885
21208,Wild NightVan Morrison,213600.0,56.0,1971,213.6
21209,Wild OneBobby Rydell,141093.0,31.0,1960,141.093
21210,Wild OneMartha & The Vandellas,163573.0,13.0,1964,163.573
21211,Wild OnesFlo Rida Featuring Sia,232946.0,77.0,2012,232.946
21212,Wild ThingFancy,177440.0,14.0,1974,177.44
21213,Wild ThingsAlessia Cara,188493.0,65.0,2016,188.493
21214,Wild ThingSenator Bobby Featuring Bill Minkin,164640.0,3.0,1967,164.64
21215,Wild ThingThe Troggs,155333.0,63.0,1966,155.333
21216,Wild ThingTone-Loc,263573.0,59.0,1988,263.573
21217,Wild ThoughtsDJ Khaled Featuring Rihanna & Bryson Tiller,204664.0,68.0,2017,204.664
21218,Wild WeekendThe Rebels,138626.0,21.0,1962,138.626
21219,Wild West ShowBig & Rich,260813.0,38.0,2004,260.813
21220,Wild Wild LifeTalking Heads,219773.0,49.0,1986,219.773
21221,Wild Wild LovePitbull Featuring G.R.L.,203160.0,56.0,2014,203.16
21222,Wild Wild WestWill Smith Featuring Dru Hill & Kool Mo Dee,268453.0,56.0,1999,268.453
21223,Wild WorldCat Stevens,200173.0,77.0,1971,200.173
21224,Wild WorldMaxi Priest,215666.0,37.0,1988,215.666
21225,Wild WorldMr. Big,208560.0,61.0,1993,208.56
21226,"Wild, Wild WestKool Moe Dee",280840.0,44.0,1988,280.84
21227,"Wild, Wild WestThe Escape Club",244826.0,48.0,1988,244.826
21228,Wild!Dee Dee Sharp,137533.0,13.0,1963,137.533
21229,Wildest DreamsTaylor Swift,220440.0,66.0,2014,220.44
21230,WildfireJohn Mayer,253493.0,64.0,2013,253.493
21231,WildfireMichael Murphey,307866.0,48.0,1975,307.866
21232,WildflowerSkylark,258321.0,6.0,1973,258.321
21233,WildflowerThe JaneDear Girls,163453.0,40.0,2011,163.453
21234,WildsideMarky Mark & The Funky Bunch,307266.0,32.0,1991,307.266
21235,Wildwood DaysBobby Rydell,149933.0,34.0,1963,149.933
21236,Wildwood WeedJim Stafford,160840.0,39.0,1974,160.84
21237,Will 2KWill Smith Featuring K-Ci,233906.0,46.0,1999,233.906
21238,Will It Go Round In CirclesBilly Preston,268893.0,45.0,1973,268.893
21239,Will The Wolf SurviveLos Lobos,222306.0,35.0,1985,222.306
21240,Will You Be There (In The Morning)Heart,269800.0,36.0,1993,269.8
21241,Will You Be ThereMichael Jackson,460000.0,57.0,1993,460.0
21242,Will You Love Me Tomorrow?Melanie,180600.0,7.0,1973,180.6
21243,"Will You Love Me TomorrowThe 4 Seasons Featuring the ""Sound of Frankie Valli""",198080.0,33.0,1968,198.08
21244,Will You Love Me TomorrowThe Shirelles,160693.0,63.0,1960,160.693
21245,Will You Marry Me?Paula Abdul,264866.0,25.0,1992,264.866
21246,Will You Still Love Me TomorrowDave Mason,302184.0,30.0,1978,302.184
21247,Will You Still Love Me TomorrowRoberta Flack,247226.0,39.0,1972,247.226
21248,Will You Still Love Me?Chicago,252600.0,52.0,1986,252.6
21249,Willie & Laura Mae JonesDusty Springfield,169840.0,14.0,1969,169.84
21250,Willie & The Hand JiveGeorge Thorogood & The Destroyers,249400.0,31.0,1985,249.4
21251,Willie And The Hand JiveEric Clapton,209853.0,34.0,1974,209.853
21252,Willie And The Hand JiveThe Johnny Otis Show,164273.0,0.0,1958,164.273
21253,Willie CanSue Thompson,139813.0,12.0,1963,139.813
21254,Willow Weep For MeChad & Jeremy,155000.0,26.0,1964,155.0
21255,"Willyam, WillyamDee Dee Sharp",128199.0,11.0,1964,128.199
21256,Win Your Love For MeSam Cooke,167773.0,33.0,1958,167.773
21257,Winchester CathedralThe New Vaudeville Band,140633.0,0.0,1966,140.633
21258,Wind Him UpSaga,347506.0,29.0,1983,347.506
21259,Wind It UpGwen Stefani,189586.0,49.0,2006,189.586
21260,Wind Of ChangeScorpions,312360.0,78.0,1991,312.36
21261,Window Pain (Outro)J. Cole,286729.0,65.0,2018,286.729
21262,Window SeatErykah Badu,289720.0,56.0,2010,289.72
21263,Window Shopper50 Cent,191813.0,57.0,2005,191.813
21264,Windows DownBig Time Rush,192933.0,53.0,2012,192.933
21265,WindowsMissing Persons,302373.0,27.0,1983,302.373
21266,Winds Of ChangeJefferson Starship,232480.0,26.0,1983,232.48
21267,WindyThe Association,174600.0,45.0,1967,174.6
21268,WindyWes Montgomery,142866.0,29.0,1967,142.866
21269,Wings Of A ButterflyHIM,211679.0,48.0,2006,211.679
21270,Wings Of A DoveFerlin Husky,142906.0,44.0,1960,142.906
21271,Wings Of The MorningCapleton,231666.0,35.0,1995,231.666
21272,WingsLittle Mix,219733.0,61.0,2013,219.733
21273,"Winkin', Blinkin' And NodThe Simon Sisters",128000.0,12.0,1964,128.0
21274,WinkNeal McCoy,162466.0,58.0,1994,162.466
21275,Winner At A Losing GameRascal Flatts,286613.0,43.0,2007,286.613
21276,WinnerJamie Foxx Featuring Justin Timberlake & T .I.,244346.0,49.0,2010,244.346
21277,"Winners And LosersHamilton, Joe Frank & Reynolds",204653.0,9.0,1975,204.653
21278,WinningSantana,209733.0,48.0,1981,209.733
21279,Wins & LossesMeek Mill,189056.0,57.0,2017,189.056
21280,Winter GamesDavid Foster,246160.0,33.0,1988,246.16
21281,Winter World Of LoveEngelbert Humperdinck,197733.0,44.0,1969,197.733
21282,Wipe OutThe Surfaris,157760.0,49.0,1963,157.76
21283,Wipe Your EyesMaroon 5,214853.0,44.0,2012,214.853
21284,WipeoutFat Boys & The Beach Boys,241293.0,40.0,1987,241.293
21285,Wired For SoundCliff Richard,218400.0,47.0,1981,218.4
21286,Wise UpAmy Grant,232106.0,24.0,1985,232.106
21287,Wish I Didn't Miss YouAngie Stone,270893.0,64.0,2002,270.893
21288,Wish I Knew YouThe Revivalists,274093.0,70.0,2017,274.093
21289,Wish It Were MeThe Platters,155706.0,28.0,1959,155.706
21290,Wish Someone Would CareIrma Thomas,139026.0,46.0,1964,139.026
21291,Wish That I Could Talk To YouThe Sylvers,176093.0,19.0,1973,176.093
21292,Wish You Didn't Have To GoJames & Bobby Purify,136040.0,11.0,1967,136.04
21293,Wish You Were GayBillie Eilish,221543.0,87.0,2019,221.543
21294,Wish You Were HereAvril Lavigne,225760.0,67.0,2011,225.76
21295,Wish You Were HereIncubus,212733.0,69.0,2001,212.733
21296,Wish You Were HereMark Wills,241960.0,40.0,1999,241.96
21297,Wishful SinfulThe Doors,175826.0,49.0,1969,175.826
21298,Wishful ThinkingLittle Anthony And The Imperials,161506.0,11.0,1959,161.506
21299,Wishin' And Hopin'Dusty Springfield,176400.0,48.0,1964,176.4
21300,Wishing (If I Had A Photograph Of You)A Flock Of Seagulls,330426.0,50.0,1983,330.426
21301,Wishing I Was LuckyWet Wet Wet,233800.0,43.0,1988,233.8
21302,Wishing On A StarThe Cover Girls,281200.0,32.0,1992,281.2
21303,Wishing WellTerence Trent D'Arby,210466.0,59.0,1988,210.466
21304,Wishing You Were HereChicago,276693.0,41.0,1974,276.693
21305,"WishingDJ Drama Featuring Chris Brown, Skeme & Lyquin",252306.0,60.0,2016,252.306
21306,WishlistPearl Jam,206586.0,58.0,1998,206.586
21307,Wit ItGunna,139644.0,61.0,2019,139.644
21308,Wit MeT.I. Featuring Lil Wayne,244533.0,45.0,2013,244.533
21309,Witchy WomanEagles,250888.0,55.0,1972,250.888
21310,With A Child's HeartMichael Jackson,214320.0,25.0,1973,214.32
21311,With A Girl Like YouThe Troggs,128493.0,49.0,1966,128.493
21312,With A Little Help From My FriendsJoe Cocker,312173.0,70.0,1968,312.173
21313,With A Little LuckWings,344773.0,49.0,1978,344.773
21314,With All Of My HeartBrook Benton,156800.0,4.0,1959,156.8
21315,With Arms Wide OpenCreed,274800.0,65.0,2000,274.8
21316,With Every Beat Of My HeartTaylor Dayne,262480.0,36.0,1989,262.48
21317,With LoveHilary Duff,181000.0,45.0,2007,181.0
21318,With MeLonestar,231840.0,26.0,2001,231.84
21319,With My Eyes Wide Open I'm DreamingPatti Page,187173.0,25.0,1959,187.173
21320,With Open ArmsJane Morgan,139680.0,6.0,1959,139.68
21321,With or Without YouU2,295515.0,81.0,1987,295.515
21322,With Pen In HandBilly Vera,215066.0,1.0,1968,215.066
21323,With Pen In HandBobby Goldsboro,221704.0,21.0,1972,221.704
21324,With Pen In HandVikki Carr,244133.0,23.0,1969,244.133
21325,With The Wind And The Rain In Your HairPat Boone,144277.0,15.0,1959,144.277
21326,With ThemYoung Thug,197746.0,60.0,2016,197.746
21327,With These HandsTom Jones,161906.0,27.0,1965,161.906
21328,With This RingThe Platters,163760.0,45.0,1967,163.76
21329,With You All The WayNew Edition,217066.0,41.0,1986,217.066
21330,With You I'm Born AgainBilly Preston & Syreeta,220600.0,45.0,1979,220.6
21331,With You Tonight / Hasta El AmanecerNicky Jam,208973.0,57.0,2016,208.973
21332,With YouChris Brown,252120.0,74.0,2007,252.12
21333,With YouDrake Featuring PARTYNEXTDOOR,195053.0,64.0,2016,195.053
21334,With YouJessica Simpson,191826.0,59.0,2003,191.826
21335,With YouLila McCann,212360.0,29.0,1999,212.36
21336,With Your LoveJack Scott,123506.0,9.0,1958,123.506
21337,With Your LoveJefferson Starship,216240.0,42.0,1976,216.24
21338,With YouSomethin' For The People,276866.0,14.0,1996,276.866
21339,With YouTony Terry,305826.0,50.0,1991,305.826
21340,Within My HeartVoyce,240823.0,29.0,1991,240.823
21341,Without HerHerb Alpert,204293.0,13.0,1969,204.293
21342,"Without Love (There Is Nothing)Oscar Toney, Jr.",225733.0,4.0,1968,225.733
21343,Without LoveAretha Franklin,232720.0,37.0,1974,232.72
21344,Without LoveDonna Lewis,222440.0,26.0,1996,222.44
21345,Without MeEminem,290320.0,83.0,2002,290.32
21346,Without MeFantasia Featuring Kelly Rowland & Missy Elliott,270786.0,48.0,2013,270.786
21347,Without You (Not Another Lonely Night)Franke & The Knockouts,227040.0,15.0,1982,227.04
21348,Without You In My LifeTyrone Davis,203200.0,11.0,1973,203.2
21349,Without YouDavid Bowie,189394.0,42.0,1984,189.394
21350,Without YouDavid Guetta Featuring Usher,208133.0,59.0,2011,208.133
21351,Without YouDixie Chicks,210533.0,48.0,2000,210.533
21352,Without YouGlee Cast,210586.0,52.0,2012,210.586
21353,Without YouHinder,232266.0,57.0,2008,232.266
21354,Without YouJohnny Tillotson,128800.0,30.0,1961,128.8
21355,Without YouKeith Urban,236026.0,44.0,2011,236.026
21356,Without YouMotley Crue,270186.0,57.0,1990,270.186
21357,Without YouNilsson,201000.0,66.0,1971,201.0
21358,Without YouPeabo Bryson & Regina Belle,315360.0,10.0,1988,315.36
21359,Without Your LoveAngelina,231760.0,23.0,1997,231.76
21360,Without Your LoveToto,272506.0,41.0,1986,272.506
21361,Wives And LoversJack Jones,149040.0,52.0,1963,149.04
21362,Wizard Of LoveThe Ly - Dells,134053.0,2.0,1961,134.053
21363,Wobble Wobble504 Boyz,215506.0,43.0,2000,215.506
21364,WobbleV.I.C.,321986.0,60.0,2012,321.986
21365,Wokeuplikethis*Playboi Carti Featuring Lil Uzi Vert,235535.0,76.0,2017,235.535
21366,Wolf Creek PassC.W. McCall,240106.0,37.0,1975,240.106
21367,Wolverton MountainClaude King,177573.0,41.0,1962,177.573
21368,Woman Don't Go AstrayKing Floyd,153973.0,14.0,1972,153.973
21369,Woman From TokyoDeep Purple,348640.0,38.0,1973,348.64
21370,Woman Helping ManThe Vogues,191773.0,3.0,1969,191.773
21371,Woman In ChainsTears For Fears,391000.0,67.0,1989,391.0
21372,Woman In LoveBarbra Streisand,231840.0,68.0,1980,231.84
21373,Woman Is A Man's Best FriendTeddy & The Twilights,138560.0,1.0,1962,138.56
21374,"Woman Like That, YeahJoe Tex",192906.0,0.0,1967,192.906
21375,Woman To WomanBarbara Mandrell,204426.0,15.0,1978,204.426
21376,Woman To WomanShirley Brown,238000.0,49.0,1974,238.0
21377,Woman TonightAmerica,142360.0,37.0,1975,142.36
21378,"Woman, AmenDierks Bentley",179826.0,65.0,2018,179.826
21379,"Woman, WomanThe Union Gap Featuring Gary Puckett",196000.0,46.0,1967,196.0
21380,Woman's Got SoulThe Impressions,147466.0,28.0,1965,147.466
21381,WomanizerBritney Spears,224400.0,75.0,2008,224.4
21382,WomanJohn Lennon,212933.0,72.0,1981,212.933
21383,WomanKesha Featuring The Dap-Kings Horns,196360.0,69.0,2017,196.36
21384,WomanPeter And Gordon,147826.0,32.0,1966,147.826
21385,WomanRaheem DeVaughn,267600.0,36.0,2008,267.6
21386,"Women Lie, Men LieYo Gotti Featuring Lil Wayne",216773.0,45.0,2010,216.773
21387,WomenDef Leppard,342510.0,48.0,1987,342.51
21388,WomenForeigner,204560.0,35.0,1980,204.56
21389,Won't Back DownEminem Featuring P!nk,265906.0,62.0,2010,265.906
21390,Won't Be LongAretha Franklin With The Ray Bryant Combo,187893.0,32.0,1961,187.893
21391,Won't Get Fooled AgainThe Who,513000.0,62.0,1971,513.0
21392,Won't Go Home Without YouMaroon 5,231173.0,62.0,2007,231.173
21393,Won't Talk About ItBeats International,276226.0,6.0,1990,276.226
21394,Won't You Come Home Bill BaileyBobby Darin,124986.0,21.0,1960,124.986
21395,Wonder Could I Live There AnymoreCharley Pride,154040.0,26.0,1970,154.04
21396,Wonderful BabyDon McLean,124226.0,30.0,1975,124.226
21397,Wonderful ChristmastimePaul McCartney,227653.0,89.0,2018,227.653
21398,Wonderful SummerRobin Ward,148926.0,15.0,1963,148.926
21399,Wonderful TonightEric Clapton,225026.0,74.0,1978,225.026
21400,"Wonderful World, Beautiful PeopleJimmy Cliff",195558.0,52.0,1969,195.558
21401,Wonderful WorldHerman's Hermits,121705.0,45.0,1965,121.705
21402,Wonderful WorldSam Cooke,125440.0,72.0,1960,125.44
21403,Wonderful YouJimmie Rodgers,152733.0,4.0,1959,152.733
21404,Wonderful! Wonderful!The Tymes,182040.0,16.0,1963,182.04
21405,WonderfulAdam Ant,262533.0,45.0,1995,262.533
21406,WonderfulEverclear,280813.0,57.0,2000,280.813
21407,WonderfulIsaac Hayes,217666.0,16.0,1974,217.666
21408,WonderfulJa Rule Featuring R. Kelly & Ashanti,270506.0,62.0,2004,270.506
21409,Wondering Where The Lions AreBruce Cockburn,227666.0,50.0,1980,227.666
21410,Wonderland By NightAnita Bryant,195933.0,2.0,1960,195.933
21411,Wonderland By NightBert Kaempfert And His Orchestra,192026.0,13.0,1960,192.026
21412,Wonderland By NightLouis Prima,191160.0,5.0,1960,191.16
21413,WonderlandBig Country,238960.0,22.0,1984,238.96
21414,WonderlandCommodores,229306.0,19.0,1979,229.306
21415,WonderlandTaylor Swift,245560.0,54.0,2015,245.56
21416,WonderNatalie Merchant,266007.0,52.0,1995,266.007
21417,WonderwallOasis,258732.0,73.0,1996,258.732
21418,Wooden HeartJoe Dowell,118426.0,14.0,1961,118.426
21419,"WoodstockCrosby, Stills, Nash & Young",233773.0,56.0,1970,233.773
21420,WoodstockMatthews' Southern Comfort,269333.0,40.0,1971,269.333
21421,WoodstockThe Assembled Multitude,139440.0,2.0,1970,139.44
21422,Woof Woof69 Boyz,271933.0,15.0,1998,271.933
21423,WoofSnoop Dogg Featuring Mystikal And Fiend,261866.0,31.0,1999,261.866
21424,WoohooChristina Aguilera Featuring Nicki Minaj,328280.0,48.0,2010,328.28
21425,Wooly BullySam The Sham and the Pharaohs,140866.0,54.0,1965,140.866
21426,WopJ. Dash,230626.0,57.0,2013,230.626
21427,"Word Crimes""Weird Al"" Yankovic",223120.0,50.0,2014,223.12
21428,Word Is BondBrand Nubian,240586.0,38.0,1994,240.586
21429,Word Of MouthMike + The Mechanics,234960.0,34.0,1991,234.96
